37.1	104
37.15	73
37.2	45
37.25	61
37.3	51
37.35	69
37.4	38
37.45	38
37.5	46
37.55	23
37.6	111
37.65	74
37.7	16
37.75	51
37.8	109
37.85	53
37.9	39
37.95	49
38	53
38.05	58
38.1	95
38.15	85
38.2	78
38.25	73
38.3	55
38.35	39
38.4	95
38.45	83
38.5	43
38.55	84
38.6	77
38.65	34
38.7	75
38.75	54
38.8	90
38.85	102
38.9	78
38.95	69
39	47
39.05	49
39.1	71
39.15	54
39.2	66
39.25	109
39.3	30
39.35	24
39.4	76
39.45	104
39.5	39
39.55	31
39.6	91
39.65	88
39.7	47
39.75	56
39.8	97
39.85	57
39.9	1
39.95	66
40	96
40.05	94
40.1	86
40.15	65
40.2	63
40.25	93
40.3	86
40.35	63
40.4	59
40.45	58
40.5	90
40.55	83
40.6	53
40.65	66
40.7	40
40.75	31
40.8	73
40.85	64
40.9	45
40.95	60
41	60
41.05	15
41.1	38
41.15	82
41.2	149
41.25	127
41.3	36
41.35	55
41.4	59
41.45	48
41.5	23
41.55	32
41.6	37
41.65	44
41.7	17
41.75	48
41.8	65
41.85	29
41.9	11
41.95	26
42	77
42.05	85
42.1	27
42.15	46
42.2	38
42.25	22
42.3	26
42.35	71
42.4	78
42.45	28
42.5	53
42.55	92
42.6	73
42.65	47
42.7	3
42.75	32
42.8	89
42.85	88
42.9	64
42.95	48
43	66
43.05	107
43.1	94
43.15	97
43.2	157
43.25	336
43.3	557
43.35	1072
43.4	1730
43.45	2067
43.5	1772
43.55	1019
43.6	506
43.65	236
43.7	141
43.75	162
43.8	81
43.85	35
43.9	70
43.95	51
44	67
44.05	78
44.1	62
44.15	67
44.2	64
44.25	48
44.3	48
44.35	47
44.4	29
44.45	84
44.5	40
44.55	15
44.6	29
44.65	67
44.7	87
44.75	123
44.8	101
44.85	47
44.9	38
44.95	60
45	56
45.05	10
45.1	31
45.15	61
45.2	56
45.25	24
45.3	13
45.35	19
45.4	47
45.45	50
45.5	41
45.55	49
45.6	19
45.65	1
45.7	36
45.75	86
45.8	112
45.85	131
45.9	115
45.95	74
46	45
46.05	48
46.1	50
46.15	30
46.2	41
46.25	51
46.3	66
46.35	42
46.4	36
46.45	49
46.5	39
46.55	29
46.6	37
46.65	35
46.7	19
46.75	27
46.8	49
46.85	37
46.9	37
46.95	76
47	113
47.05	93
47.1	57
47.15	61
47.2	72
47.25	79
47.3	26
47.35	1
47.4	6
47.45	60
47.5	69
47.55	73
47.6	44
47.65	47
47.7	48
47.75	61
47.8	56
47.85	34
47.9	24
47.95	57
48	62
48.05	57
48.1	53
48.15	50
48.2	46
48.25	62
48.3	49
48.35	48
48.4	50
48.45	88
48.5	63
48.55	43
48.6	39
48.65	82
48.7	56
48.75	30
48.8	42
48.85	71
48.9	92
48.95	43
49	46
49.05	80
49.1	73
49.15	34
49.2	38
49.25	58
49.3	50
49.35	80
49.4	53
49.45	47
49.5	31
49.55	53
49.6	67
49.65	89
49.7	58
49.75	44
49.8	31
49.85	40
49.9	23
49.95	49
50	65
50.05	49
50.1	37
50.15	22
50.2	70
50.25	52
50.3	14
50.35	21
50.4	90
50.45	99
50.5	63
50.55	31
50.6	41
50.65	56
50.7	51
50.75	53
50.8	38
50.85	48
50.9	58
50.95	68
51	43
51.05	6
51.1	33
51.15	47
51.2	90
51.25	69
51.3	60
51.35	33
51.4	50
51.45	51
51.5	28
51.55	42
51.6	10
51.65	58
51.7	69
51.75	67
51.8	59
51.85	38
51.9	35
51.95	28
52	62
52.05	80
52.1	94
52.15	23
52.2	36
52.25	51
52.3	59
52.35	62
52.4	73
52.45	45
52.5	39
52.55	39
52.6	58
52.65	62
52.7	62
52.75	35
52.8	41
52.85	80
52.9	84
52.95	41
53	18
53.05	1
53.1	39
53.15	54
53.2	64
53.25	73
53.3	70
53.35	78
53.4	36
53.45	30
53.5	36
53.55	54
53.6	55
53.65	28
53.7	25
53.75	59
53.8	93
53.85	66
53.9	8
53.95	28
54	76
54.05	79
54.1	75
54.15	52
54.2	29
54.25	24
54.3	34
54.35	56
54.4	72
54.45	58
54.5	33
54.55	48
54.6	43
54.65	78
54.7	72
54.75	45
54.8	24
54.85	21
54.9	35
54.95	23
55	47
55.05	37
55.1	53
55.15	47
55.2	69
55.25	14
55.3	17
55.35	37
55.4	61
55.45	81
55.5	61
55.55	14
55.6	20
55.65	51
55.7	48
55.75	54
55.8	78
55.85	74
55.9	45
55.95	36
56	60
56.05	83
56.1	60
56.15	36
56.2	27
56.25	39
56.3	71
56.35	76
56.4	69
56.45	22
56.5	1
56.55	39
56.6	49
56.65	73
56.7	84
56.75	70
56.8	66
56.85	69
56.9	66
56.95	37
57	62
57.05	62
57.1	71
57.15	28
57.2	9
57.25	15
57.3	72
57.35	64
57.4	76
57.45	30
57.5	34
57.55	53
57.6	59
57.65	37
57.7	37
57.75	28
57.8	37
57.85	57
57.9	90
57.95	82
58	67
58.05	32
58.1	55
58.15	36
58.2	37
58.25	38
58.3	38
58.35	40
58.4	38
58.45	42
58.5	52
58.55	52
58.6	32
58.65	29
58.7	48
58.75	82
58.8	61
58.85	12
58.9	35
58.95	43
59	69
59.05	73
59.1	68
59.15	53
59.2	32
59.25	54
59.3	51
59.35	45
59.4	24
59.45	9
59.5	31
59.55	58
59.6	57
59.65	58
59.7	50
59.75	37
59.8	34
59.85	30
59.9	15
59.95	31
60	57
60.05	82
60.1	73
60.15	12
60.2	11
60.25	0
60.3	13
60.35	27
60.4	57
60.45	52
60.5	54
60.55	52
60.6	62
60.65	18
60.7	9
60.75	25
60.8	27
60.85	64
60.9	39
60.95	25
61	34
61.05	30
61.1	54
61.15	37
61.2	26
61.25	21
61.3	69
61.35	46
61.4	26
61.45	33
61.5	15
61.55	78
61.6	69
61.65	76
61.7	41
61.75	46
61.8	45
61.85	49
61.9	46
61.95	62
62	43
62.05	70
62.1	49
62.15	30
62.2	49
62.25	40
62.3	88
62.35	83
62.4	75
62.45	58
62.5	62
62.55	35
62.6	60
62.65	35
62.7	51
62.75	75
62.8	54
62.85	65
62.9	79
62.95	105
63	124
63.05	94
63.1	115
63.15	152
63.2	169
63.25	215
63.3	308
63.35	441
63.4	657
63.45	929
63.5	1403
63.55	2470
63.6	4012
63.65	5258
63.7	5305
63.75	4163
63.8	2737
63.85	1508
63.9	885
63.95	507
64	342
64.05	250
64.1	169
64.15	165
64.2	134
64.25	88
64.3	69
64.35	74
64.4	29
64.45	44
64.5	63
64.55	79
64.6	79
64.65	61
64.7	60
64.75	45
64.8	38
64.85	69
64.9	45
64.95	35
65	39
65.05	23
65.1	44
65.15	40
65.2	42
65.25	89
65.3	58
65.35	18
65.4	3
65.45	22
65.5	67
65.55	57
65.6	57
65.65	42
65.7	21
65.75	27
65.8	31
65.85	35
65.9	51
65.95	47
66	57
66.05	28
66.1	30
66.15	24
66.2	13
66.25	52
66.3	44
66.35	54
66.4	34
66.45	31
66.5	51
66.55	21
66.6	75
66.65	58
66.7	47
66.75	70
66.8	46
66.85	24
66.9	27
66.95	33
67	49
67.05	38
67.1	24
67.15	68
67.2	44
67.25	23
67.3	41
67.35	11
67.4	45
67.45	31
67.5	18
67.55	48
67.6	52
67.65	57
67.7	32
67.75	41
67.8	35
67.85	23
67.9	49
67.95	49
68	33
68.05	37
68.1	51
68.15	59
68.2	66
68.25	51
68.3	41
68.35	45
68.4	18
68.45	19
68.5	46
68.55	68
68.6	41
68.65	50
68.7	59
68.75	34
68.8	52
68.85	25
68.9	45
68.95	43
69	36
69.05	30
69.1	12
69.15	33
69.2	70
69.25	43
69.3	27
69.35	53
69.4	49
69.45	68
69.5	43
69.55	45
69.6	63
69.65	48
69.7	55
69.75	37
69.8	76
69.85	39
69.9	48
69.95	56
70	17
70.05	24
70.1	59
70.15	48
70.2	57
70.25	54
70.3	51
70.35	47
70.4	49
70.45	43
70.5	31
70.55	40
70.6	31
70.65	36
70.7	55
70.75	37
70.8	32
70.85	56
70.9	54
70.95	63
71	56
71.05	40
71.1	39
71.15	52
71.2	36
71.25	46
71.3	42
71.35	60
71.4	44
71.45	8
71.5	29
71.55	39
71.6	56
71.65	80
71.7	68
71.75	59
71.8	32
71.85	19
71.9	12
71.95	61
72	68
72.05	60
72.1	86
72.15	62
72.2	29
72.25	23
72.3	30
72.35	37
72.4	43
72.45	48
72.5	61
72.55	49
72.6	44
72.65	46
72.7	28
72.75	36
72.8	48
72.85	76
72.9	55
72.95	47
73	11
73.05	31
73.1	60
73.15	26
73.2	57
73.25	46
73.3	28
73.35	46
73.4	3
73.45	16
73.5	33
73.55	39
73.6	23
73.65	27
73.7	19
73.75	55
73.8	60
73.85	33
73.9	51
73.95	29
74	6
74.05	31
74.1	25
74.15	60
74.2	68
74.25	40
74.3	50
74.35	37
74.4	54
74.45	30
74.5	54
74.55	41
74.6	14
74.65	46
74.7	55
74.75	55
74.8	83
74.85	82
74.9	44
74.95	19
75	2
75.05	20
75.1	31
75.15	46
75.2	54
75.25	41
75.3	61
75.35	75
75.4	43
75.45	50
75.5	81
75.55	52
75.6	52
75.65	66
75.7	49
75.75	64
75.8	59
75.85	46
75.9	60
75.95	55
76	43
76.05	69
76.1	67
76.15	47
76.2	54
76.25	42
76.3	32
76.35	39
76.4	28
76.45	49
76.5	67
76.55	56
76.6	66
76.65	77
76.7	66
76.75	34
76.8	51
76.85	54
76.9	34
76.95	28
77	12
77.05	31
77.1	89
77.15	69
77.2	59
77.25	54
77.3	33
77.35	21
77.4	47
77.45	51
77.5	34
77.55	54
77.6	80
77.65	71
77.7	52
77.75	49
77.8	24
77.85	46
77.9	29
77.95	31
78	19
78.05	73
78.1	78
78.15	53
78.2	81
78.25	54
78.3	24
78.35	25
78.4	23
78.45	24
78.5	45
78.55	60
78.6	39
78.65	62
78.7	49
78.75	2
78.8	22
78.85	32
78.9	20
78.95	44
79	32
79.05	18
79.1	44
79.15	64
79.2	44
79.25	43
79.3	22
79.35	2
79.4	14
79.45	29
79.5	44
79.55	36
79.6	51
79.65	46
79.7	28
79.75	29
79.8	37
79.85	44
79.9	65
79.95	71
80	48
80.05	36
80.1	31
80.15	32
80.2	69
80.25	98
80.3	103
80.35	125
80.4	170
80.45	203
80.5	228
80.55	314
80.6	459
80.65	592
80.7	891
80.75	1534
80.8	2635
80.85	4209
80.9	5599
80.95	5444
81	3683
81.05	2095
81.1	1137
81.15	543
81.2	380
81.25	385
81.3	351
81.35	256
81.4	289
81.45	197
81.5	57
81.55	34
81.6	46
81.65	7
81.7	3
81.75	69
81.8	50
81.85	42
81.9	83
81.95	47
82	12
82.05	10
82.1	37
82.15	24
82.2	44
82.25	69
82.3	60
82.35	44
82.4	40
82.45	30
82.5	18
82.55	7
82.6	15
82.65	37
82.7	25
82.75	36
82.8	40
82.85	58
82.9	45
82.95	34
83	25
83.05	37
83.1	21
83.15	18
83.2	26
83.25	26
83.3	58
83.35	58
83.4	26
83.45	46
83.5	55
83.55	16
83.6	13
83.65	47
83.7	41
83.75	37
83.8	40
83.85	49
83.9	11
83.95	25
84	46
84.05	71
84.1	49
84.15	59
84.2	42
84.25	43
84.3	16
84.35	34
84.4	26
84.45	37
84.5	35
84.55	72
84.6	59
84.65	31
84.7	36
84.75	18
84.8	24
84.85	16
84.9	49
84.95	50
85	43
85.05	37
85.1	36
85.15	37
85.2	27
85.25	41
85.3	44
85.35	67
85.4	43
85.45	42
85.5	30
85.55	17
85.6	21
85.65	44
85.7	22
85.75	4
85.8	28
85.85	42
85.9	26
85.95	36
86	75
86.05	69
86.1	40
86.15	9
86.2	48
86.25	32
86.3	18
86.35	24
86.4	34
86.45	40
86.5	35
86.55	27
86.6	36
86.65	8
86.7	17
86.75	47
86.8	59
86.85	27
86.9	27
86.95	31
87	31
87.05	18
87.1	23
87.15	64
87.2	33
87.25	42
87.3	41
87.35	65
87.4	15
87.45	19
87.5	48
87.55	37
87.6	30
87.65	37
87.7	39
87.75	35
87.8	48
87.85	43
87.9	48
87.95	36
88	20
88.05	27
88.1	28
88.15	32
88.2	21
88.25	30
88.3	31
88.35	39
88.4	51
88.45	38
88.5	57
88.55	55
88.6	40
88.65	25
88.7	20
88.75	33
88.8	25
88.85	44
88.9	47
88.95	34
89	38
89.05	55
89.1	51
89.15	20
89.2	9
89.25	18
89.3	19
89.35	17
89.4	36
89.45	48
89.5	60
89.55	41
89.6	50
89.65	63
89.7	33
89.75	22
89.8	38
89.85	27
89.9	8
89.95	21
